season,season_start_year,league,division,league_finish,position,name,nationality,age,minutes_(total),starting_appearances_(league),substitute_appearances_(league),starting_appearances_(total),substitute_appearances_(total),total_appearances,goals_(total),goals_(league),g/minutes_(total),g/appearances_(total),european_competition,tier,performance,round_of_tournament,homegrown_players,transfers_in,transfers_out,net_transfers,games_played_(total),goals_for_(total),goals_against_(total),goal_difference_(total),goals_per_game_(total),games_played_(league),goals_for_(league),goals_against_(league),goal_difference_(league),goals_per_game_(league),average_age,average_appearances,average_minutes
2011-2012,2011,La Liga,1,18th,MF,Rubén Cani,Spain,30,2394,27,2,32,3,29.0,1,0,0.0,0.0,Champions League,1,4th in Group,1/5,19,8,11,-3.0,48,45,71,-26,0.9375,38,39,53,-14,1.0263157894736843,25.12,15.53,1394.47
2011-2012,2011,La Liga,1,18th,MF,Borja Valero,Spain,26,3695,36,0,42,1,36.0,6,5,739.0,7.2,Champions League,1,4th in Group,1/5,19,8,11,-3.0,48,45,71,-26,0.9375,38,39,53,-14,1.0263157894736843,25.12,15.53,1394.47
2011-2012,2011,La Liga,1,18th,MF,Marcos Senna,Spain,35,2471,24,7,29,9,31.0,5,5,494.2,6.2,Champions League,1,4th in Group,1/5,19,8,11,-3.0,48,45,71,-26,0.9375,38,39,53,-14,1.0263157894736843,25.12,15.53,1394.47
2011-2012,2011,La Liga,1,18th,MF,Hernán Pérez,Paraguay,22,1536,12,9,17,10,21.0,4,0,0.0,0.0,Champions League,1,4th in Group,1/5,19,8,11,-3.0,48,45,71,-26,0.9375,38,39,53,-14,1.0263157894736843,25.12,15.53,1394.47
2011-2012,2011,La Liga,1,18th,FW,Joselu,Spain,20,551,3,8,5,11,11.0,0,4,137.75,2.75,Champions League,1,4th in Group,1/5,19,8,11,-3.0,48,45,71,-26,0.9375,38,39,53,-14,1.0263157894736843,25.12,15.53,1394.47
2011-2012,2011,La Liga,1,18th,FW,Nilmar,Brazil,27,1646,13,8,19,9,21.0,4,4,411.5,5.25,Champions League,1,4th in Group,1/5,19,8,11,-3.0,48,45,71,-26,0.9375,38,39,53,-14,1.0263157894736843,25.12,15.53,1394.47
2011-2012,2011,La Liga,1,18th,FW,Giuseppe Rossi,Italy,24,1198,9,0,14,0,9.0,5,3,399.33,3.0,Champions League,1,4th in Group,1/5,19,8,11,-3.0,48,45,71,-26,0.9375,38,39,53,-14,1.0263157894736843,25.12,15.53,1394.47
2011-2012,2011,La Liga,1,18th,FW,Hernán Martinuccio,Argentina,24,504,5,8,5,8,13.0,1,1,504.0,13.0,Champions League,1,4th in Group,1/5,19,8,11,-3.0,48,45,71,-26,0.9375,38,39,53,-14,1.0263157894736843,25.12,15.53,1394.47
2011-2012,2011,La Liga,1,18th,FW,Gerard Bordas,Spain,30,57,0,2,0,3,2.0,0,0,0.0,0.0,Champions League,1,4th in Group,1/5,19,8,11,-3.0,48,45,71,-26,0.9375,38,39,53,-14,1.0263157894736843,25.12,15.53,1394.47
2011-2012,2011,La Liga,1,18th,FW,Adolfo Fofo,Spain,21,0,0,0,0,0,0.0,0,0,0.0,0.0,Champions League,1,4th in Group,1/5,19,8,11,-3.0,48,45,71,-26,0.9375,38,39,53,-14,1.0263157894736843,25.12,15.53,1394.47
2011-2012,2011,La Liga,1,18th,FW,Marco Ruben,Spain,25,2585,26,5,29,8,31.0,9,9,287.22,3.44,Champions League,1,4th in Group,1/5,19,8,11,-3.0,48,45,71,-26,0.9375,38,39,53,-14,1.0263157894736843,25.12,15.53,1394.47
2011-2012,2011,La Liga,1,18th,FW,Javier Camuñas,Spain,31,1475,10,17,12,22,27.0,1,1,1475.0,27.0,Champions League,1,4th in Group,1/5,19,8,11,-3.0,48,45,71,-26,0.9375,38,39,53,-14,1.0263157894736843,25.12,15.53,1394.47
2012-2013,2012,Liga Adelante (Segunda),2,2nd,GK,Juan Carlos,Spain,25,2880,32,0,32,0,32.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,GK,Diego Mariño,Spain,22,900,9,0,10,0,10.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,GK,Enrique Cebrià,Spain,19,0,0,0,0,0,0.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,GK,Adrián Ortolá,Spain,19,0,0,0,0,0,0.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,GK,Aitor Fernández,Spain,21,0,0,0,0,0,0.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,GK,Jorge Palatsí,Spain,24,90,1,0,1,0,1.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,DF,Mario Gaspar,Spain,22,2433,27,1,27,1,28.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,DF,Javi Venta,Spain,37,1398,15,0,16,0,16.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,DF,Jaume Costa,Spain,24,2388,24,8,25,8,33.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,DF,Joan Oriol,Spain,26,1962,21,2,22,2,24.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,DF,Pablo Iñiguez,Spain,18,530,6,1,6,1,7.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,DF,Joan Truyols,Spain,23,231,1,2,2,2,4.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,DF,José Dorado,Spain,30,938,11,0,11,0,11.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,DF,Florian Lejeune,France,21,136,2,1,2,1,3.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,DF,Olof Mellberg,Sweden,35,2266,26,3,26,3,29.0,2,2,1133.0,14.5,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,DF,Mateo Musacchio,Argentina,22,3580,39,0,40,0,40.0,2,2,1790.0,20.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,MF,Juanma Gómez,Spain,31,196,1,4,1,4,5.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,MF,Daniel Toribio,Spain,24,261,2,3,3,3,6.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,MF,Pablo González,Spain,19,21,0,2,0,2,2.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,MF,Francisco Farinós,Spain,34,695,8,3,8,3,11.0,1,1,695.0,11.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,MF,Hernán Pérez,Paraguay,23,889,8,8,10,2,12.0,2,2,444.5,6.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,MF,Javier Aquino,Mexico,22,787,10,2,10,2,12.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,MF,Héctor Canteros,Argentina,23,697,10,2,10,2,12.0,2,2,348.5,6.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,MF,Moi Gómez,Spain,18,1521,16,8,17,8,25.0,1,1,1521.0,25.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,MF,Manu Trigueros,Spain,21,2229,21,15,21,16,37.0,3,3,743.0,12.33,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,MF,Marcos Senna,Spain,36,2228,25,8,25,8,33.0,5,5,445.6,6.6,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,MF,Bruno Soriano,Spain,28,3189,35,1,36,1,37.0,4,4,797.25,9.25,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,MF,Rubén Cani,Spain,31,2787,35,2,35,3,38.0,3,3,929.0,12.67,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,FW,Walter Pandiani,Uruguay,36,553,3,14,4,14,18.0,2,2,276.5,9.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,FW,Jonathan Pereira,Spain,25,1142,11,9,11,9,20.0,7,7,163.14,2.86,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,FW,Gerard Moreno,Spain,20,630,8,6,8,6,14.0,3,3,210.0,4.67,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,FW,Gerard Bordas,Spain,31,187,2,4,2,4,6.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,FW,Jérémy Perbet,France,28,1252,15,3,15,3,18.0,11,11,113.82,1.64,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,FW,Fernando Cavenaghi,Argentina,29,1241,15,3,16,3,19.0,4,4,310.25,4.75,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,FW,Ikechukwu Uche,Nigeria,28,2134,15,3,23,9,32.0,14,14,152.43,2.29,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,FW,Giuseppe Rossi,Italy,25,0,0,0,0,0,0.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2012-2013,2012,Liga Adelante (Segunda),2,2nd,FW,Chamorro Salva,Spain,22,17,0,0,0,1,1.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,22,11,25,-14.0,43,68,40,28,1.5813953488372092,42,68,38,30,1.619047619047619,25.46,16.11,1145.62
2013-2014,2013,La Liga,1,6th,GK,Sergio Asenjo,Spain,24,3150,35,0,35,0,35.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,GK,Juan Carlos,Spain,26,630,3,0,7,0,7.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,GK,Aitor Fernández,Spain,22,0,0,0,0,0,0.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,DF,Albert Blázquez,Spain,21,0,0,0,0,0,0.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,DF,Mario Gaspar,Spain,23,3272,36,0,36,1,37.0,1,1,3272.0,37.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,DF,Jaume Costa,Spain,25,2550,26,4,27,5,32.0,1,1,2550.0,32.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,DF,Bojan Jokić,Slovenia,27,1642,14,1,18,1,19.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,DF,Diego Jiménez,Spain,22,0,0,0,0,0,0.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,DF,Pablo Iñiguez,Spain,19,243,3,0,3,1,4.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,DF,Aleksander Pantić,Serbia,21,935,6,3,10,3,13.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,DF,Gabriel Paulista,Brazil,23,1788,17,1,20,1,21.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,DF,Mato Musacchio,Argentina,23,3112,32,0,35,0,35.0,1,1,3112.0,35.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,DF,José Dorado,Spain,31,1682,17,2,19,2,21.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,MF,Francisco Farinós,Spain,35,0,0,0,0,0,0.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,MF,Javier Aquino,Mexico,23,2112,18,14,21,15,36.0,2,1,1056.0,18.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,MF,Edu Ramos,Spain,21,133,2,1,2,1,3.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,MF,Bruno Soriano,Spain,29,3250,35,1,38,1,39.0,6,6,541.6666666666666,6.5,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,MF,Óliver Torres,Spain,19,504,6,3,6,3,9.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,MF,Rubén Cani,Spain,32,2059,24,2,25,2,27.0,3,3,686.3333333333334,9.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,MF,Hernán Pérez,Paraguay,24,744,9,4,10,4,14.0,1,1,744.0,14.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,MF,Manu Trigueros,Spain,22,2202,23,12,24,14,38.0,2,2,1101.0,19.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,MF,Moi Gómez,Spain,19,1436,15,4,17,6,23.0,2,2,718.0,11.5,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,MF,Tomás Pina,Spain,26,2364,21,14,25,14,39.0,2,2,1182.0,19.5,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,FW,Jonathan Pereira,Spain,26,1661,15,15,18,15,33.0,4,4,415.25,8.25,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,FW,Nahuel Leiva,Spain,17,197,2,3,2,3,5.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,FW,Joan Ángel Román,Spain,20,90,1,1,1,1,2.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,FW,Giovani dos Santos,Mexico,24,2365,26,5,28,6,34.0,12,11,197.08333333333334,2.8333333333333335,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,FW,Jérémy Perbet,France,29,1544,13,13,16,14,30.0,11,10,140.36363636363637,2.727272727272727,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,FW,Juanto Ortuño,Spain,21,0,0,0,0,0,0.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2013-2014,2013,La Liga,1,6th,FW,Ikechukwu Uche,Nigeria,29,1782,19,11,19,13,32.0,13,13,137.07692307692307,2.4615384615384617,DNQ,DNQ,DNQ,,16,10,14,-4.0,42,63,47,16,1.5,38,60,44,16,1.5789473684210527,24.1,19.6,1381.57
2014-2015,2014,La Liga,1,6th,GK,Sergio Asenjo,Spain,25,4314,34,0,48,0,48.0,0,0,0.0,0.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,GK,Miguel Bañuz,Spain,21,0,0,0,0,0,0.0,0,0,0.0,0.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,GK,Aitor Fernández,Spain,23,0,0,0,0,0,0.0,0,0,0.0,0.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,GK,Juan Carlos,Spain,27,906,4,1,10,1,11.0,0,0,0.0,0.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,DF,Mario Gaspar,Spain,24,4206,31,3,46,5,51.0,4,3,1051.5,12.75,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,DF,Antonio Rukavina,Serbia,30,2249,15,6,25,7,32.0,0,0,0.0,0.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,DF,Adrián Marín,Spain,17,707,4,0,8,1,9.0,0,0,0.0,0.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,DF,Bojan Jokić,Slovenia,28,553,6,1,6,1,7.0,0,0,0.0,0.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,DF,Javi Jiménez,Spain,18,0,0,0,0,0,0.0,0,0,0.0,0.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,DF,Jaume Costa,Spain,26,3595,28,1,41,2,43.0,1,1,3595.0,43.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,DF,Israel Puerto,Spain,21,180,0,0,2,0,2.0,0,0,0.0,0.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,DF,José Dorado,Spain,32,1791,13,2,20,4,24.0,0,0,0.0,0.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,DF,Víctor Ruiz,Spain,25,3162,24,1,34,2,36.0,0,0,0.0,0.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,DF,Eric Bailly,Ivory Coast,20,993,10,0,12,0,12.0,0,0,0.0,0.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,DF,Mato Musacchio,Argentina,24,2023,12,2,22,2,24.0,3,3,674.3333333333334,8.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,DF,Gabriel Paulista,Brazil,24,2450,18,1,28,1,29.0,0,0,0.0,0.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,MF,Bruno Soriano,Spain,30,2776,23,1,30,7,37.0,4,1,694.0,9.25,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,MF,Manu Trigueros,Spain,23,3588,28,5,40,10,50.0,3,1,1196.0,16.666666666666668,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,MF,Hernán Pérez,Paraguay,25,0,0,0,0,0,0.0,0,0,0.0,0.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
2014-2015,2014,La Liga,1,6th,MF,Tomás Pina,Spain,27,2699,17,5,32,7,39.0,1,0,2699.0,39.0,Europa League,2,Round of 16,3/6,22,9,11,-2.0,58,87,60,27,1.5,38,48,37,11,1.263157894736842,23.57,21.89,548.27
